1860	employment	54
1861	moment	54
1862	deposit	54
1863	panama	54
1864	bigger	54
1865	remained	54
1866	puts	54
1867	amendment	54
1868	representatives	54
1869	responsible	54
1870	broker	54
1871	liquidity	54
1872	weekend	54
1873	stopped	53
1874	finding	53
1875	phillips	53
1876	pace	53
1877	challenge	53
1878	decide	53
1879	crude	53
1880	stephen	53
1881	operate	53
1882	producing	53
1883	reflect	53
1884	suggest	53
1885	parents	53
1886	prior	53
1887	blacks	53
1888	authorities	53
1889	doubt	53
1890	station	53
1891	conventional	53
1892	sea	53
1893	bit	53
1894	minor	53
1895	reflected	53
1896	families	53
1897	burnham	53
1898	b.a.t	53
1899	per-share	53
1900	ge	53
1901	talking	52
1902	none	52
1903	utility	52
1904	appeals	52
1905	ask	52
1906	ii	52
1907	models	52
1908	front	52
1909	candidates	52
1910	influence	52
1911	slipped	52
1912	operates	52
1913	older	52
1914	nekoosa	52
1915	ounce	52
1916	soared	52
1917	advantage	52
1918	felt	52
1919	relationship	52
1920	abroad	52
1921	leadership	52
1922	temporary	52
1923	rumors	52
1924	frankfurt	52
1925	urban	52
1926	stronger	51
1927	suspended	51
1928	cutting	51
1929	voted	51
1930	meetings	51
1931	courts	51
1932	pharmaceutical	51
1933	aerospace	51
1934	settle	51
1935	purchasing	51
1936	intended	51
1937	contrast	51
1938	statistics	51
1939	event	51
1940	suggested	51
1941	keeping	51
1942	immediate	51
1943	interstate	51
1944	wells	51
1945	delay	51
1946	equal	51
1947	houston	51
1948	patients	51
1949	scandal	51
1950	africa	51
1951	oakland	51
1952	mccaw	51
1953	preliminary	50
1954	chrysler	50
1955	pages	50
1956	determined	50
1957	twice	50
1958	joseph	50
1959	italy	50
1960	fannie	50
1961	extremely	50
1962	confirmed	50
1963	movies	50
1964	boeing	50
1965	discussions	50
1966	voice	50
1967	consultants	50
1968	assistance	50
1969	alternative	50
1970	studies	50
1971	save	50
1972	citing	50
1973	fairly	50
1974	goal	50
1975	direction	50
1976	church	50
1977	wife	50
1978	compromise	50
1979	sugar	50
1980	affect	50
1981	guarantee	50
1982	shopping	50
1983	morris	50
1984	mca	50
1985	wang	50
1986	argue	49
1987	six-month	49
1988	comparable	49
1989	prove	49
1990	task	49
1991	file	49
1992	rich	49
1993	represent	49
1994	worry	49
1995	river	49
1996	appeared	49
1997	commitments	49
1998	wake	49
1999	green	49
2000	structural	49
2001	declared	49
2002	safe	49
2003	training	49
2004	replace	49
2005	negotiating	49
2006	guarantees	49
2007	citicorp	49
2008	gross	49
2009	coverage	49
2010	disclose	49
2011	buyer	49
2012	luxury	49
2013	antitrust	49
2014	follow	49
2015	lambert	49
2016	fourth-quarter	49
2017	fe	49
2018	silver	49
2019	senators	49
2020	hollywood	49
2021	flight	49
2022	factory	48
2023	professor	48
2024	succeeds	48
2025	joined	48
2026	records	48
2027	denied	48
2028	jointly	48
2029	suggests	48
2030	happen	48
2031	written	48
2032	asking	48
2033	warrants	48
2034	living	48
2035	regular	48
2036	aug.	48
2037	promise	48
2038	upon	48
2039	la	48
2040	movement	48
2041	shown	48
2042	mining	48
2043	volatile	48
2044	navy	48
2045	swings	48
2046	hud	48
2047	advisers	48
2048	usair	48
2049	ban	47
2050	conn.	47
2051	providing	47
2052	patent	47
2053	club	47
2054	drives	47
2055	hill	47
2056	surge	47
2057	style	47
2058	responsibility	47
2059	beijing	47
2060	refused	47
2061	word	47
2062	returned	47
2063	discovered	47
2064	one-time	47
2065	resolution	47
2066	damages	47
2067	served	47
2068	georgia	47
2069	crisis	47
2070	vehicle	47
2071	door	47
2072	alliance	47
2073	weekly	47
2074	saturday	47
2075	s.	47
2076	telerate	47
2077	regulations	47
2078	agreements	47
2079	cd	47
2080	cross	47
2081	toronto	46
2082	ceiling	46
2083	matters	46
2084	worried	46
2085	underlying	46
2086	chip	46
2087	f.	46
2088	excess	46
2089	invest	46
2090	chase	46
2091	road	46
2092	singapore	46
2093	sound	46
2094	politics	46
2095	carolina	46
2096	extra	46
2097	helping	46
2098	serve	46
2099	square	46
2100	initially	46
2101	reaction	46
2102	jan.	46
2103	thinks	46
2104	representing	46
2105	games	46
2106	personnel	46
2107	critical	46
2108	edward	46
2109	farm	46
2110	switzerland	46
2111	insured	46
2112	machinists	46
2113	exploration	46
2114	votes	46
2115	hewlett-packard	46
2116	saatchi	46
2117	join	45
2118	type	45
2119	easily	45
2120	obtain	45
2121	rival	45
2122	illegal	45
2123	setting	45
2124	jump	45
2125	entered	45
2126	covered	45
2127	temporarily	45
2128	tend	45
2129	fallen	45
2130	language	45
2131	lives	45
2132	ultimately	45
2133	membership	45
2134	aids	45
2135	picture	45
2136	politicians	45
2137	nobody	45
2138	discuss	45
2139	1980s	45
2140	louis	45
2141	scientific	45
2142	views	45
2143	operator	45
2144	argued	45
2145	title	45
2146	extraordinary	45
2147	high-yield	45
2148	shipping	45
2149	pact	45
2150	audience	45
2151	happened	45
2152	condition	45
2153	looks	45
2154	ec	45
2155	mine	45
2156	coffee	45
2157	army	45
2158	s.a.	45
2159	fields	44
2160	described	44
2161	indicate	44
2162	giants	44
2163	h.	44
2164	lowered	44
2165	proceedings	44
2166	ross	44
2167	circuit	44
2168	prospects	44
2169	choice	44
2170	investing	44
2171	manufacturer	44
2172	lawsuits	44
2173	specialists	44
2174	newly	44
2175	branch	44
2176	millions	44
2177	reporting	44
2178	import	44
2179	piece	44
2180	pass	44
2181	colleagues	44
2182	nature	44
2183	suffered	44
2184	resignation	44
2185	letters	44
2186	taxpayers	44
2187	eye	44
2188	fair	44
2189	publisher	44
2190	controversial	44
2191	costly	44
2192	worse	44
2193	phelan	44
2194	expressed	44
2195	normally	44
2196	agents	44
2197	grain	44
2198	reporters	44
2199	generation	44
2200	p.m.	44
2201	intel	44
2202	abc	44
2203	died	43
2204	t.	43
2205	watch	43
2206	simple	43
2207	administrative	43
2208	presence	43
2209	sets	43
2210	types	43
2211	launch	43
2212	founder	43
2213	consecutive	43
2214	ties	43
2215	urged	43
2216	student	43
2217	spot	43
2218	concluded	43
2219	acquiring	43
2220	adopted	43
2221	factor	43
2222	semiconductor	43
2223	10-year	43
2224	n.y.	43
2225	rapidly	43
2226	aggressive	43
2227	fuel	43
2228	inside	43
2229	extent	43
2230	1970s	43
2231	attract	43
2232	deliver	43
2233	outlook	43
2234	strategies	43
2235	pushed	43
2236	understand	43
2237	israel	43
2238	technologies	43
2239	heat	43
2240	health-care	43
2241	king	43
2242	rjr	43
2243	intends	43
2244	costa	43
2245	p&g	43
2246	coup	43
2247	slide	42
2248	guaranteed	42
2249	hampshire	42
2250	succeed	42
2251	household	42
2252	tied	42
2253	pursue	42
2254	voting	42
2255	visit	42
2256	committed	42
2257	child	42
2258	resistance	42
2259	stage	42
2260	pictures	42
2261	integrated	42
2262	basic	42
2263	track	42
2264	metric	42
2265	genes	42
2266	restaurant	42
2267	formed	42
2268	specialty	42
2269	atlantic	42
2270	philadelphia	42
2271	ogilvy	42
2272	possibility	42
2273	cold	42
2274	unable	42
2275	ensure	42
2276	commissions	42
2277	miller	42
2278	corporation	42
2279	offerings	42
2280	obligation	42
2281	warned	42
2282	hearings	42
2283	graphics	42
2284	enterprises	42
2285	agent	42
2286	stearns	42
2287	garden	42
2288	assume	41
2289	forecasts	41
2290	shipments	41
2291	reducing	41
2292	pick	41
2293	invested	41
2294	asia	41
2295	exposure	41
2296	excluding	41
2297	enormous	41
2298	music	41
2299	mother	41
2300	knows	41
2301	participants	41
2302	reforms	41
2303	worst	41
2304	privately	41
2305	circumstances	41
2306	limits	41
2307	comments	41
2308	b	41
2309	extended	41
2310	contends	41
2311	check	41
2312	retailers	41
2313	two-year	41
2314	criticism	41
2315	differences	41
2316	card	41
2317	realize	41
2318	quarters	41
2319	supported	41
2320	constitutional	41
2321	crop	41
2322	christmas	41
2323	processing	41
2324	studio	41
2325	rico	41
2326	league	41
2327	chancellor	41
2328	ratio	41
2329	users	40
2330	anticipated	40
2331	roll	40
2332	creating	40
2333	triggered	40
2334	faster	40
2335	affiliate	40
2336	status	40
2337	career	40
2338	warning	40
2339	commitment	40
2340	becoming	40
2341	coal	40
2342	hungary	40
2343	attack	40
2344	cooperation	40
2345	pennsylvania	40
2346	football	40
2347	pittsburgh	40
2348	easier	40
2349	collapsed	40
2350	breeden	40
2351	beer	40
2352	carriers	40
2353	line-item	40
2354	lenders	40
2355	begun	40
2356	unlikely	40
2357	brooks	40
2358	mitchell	40
2359	ship	40
2360	write	40
2361	nyse	40
2362	pipeline	40
2363	culture	40
2364	governments	40
2365	genetic	40
2366	mountain	40
2367	banco	40
2368	lang	40
2369	heard	39
2370	formerly	39
2371	default	39
2372	retailing	39
2373	ruled	39
2374	father	39
2375	messrs.	39
2376	douglas	39
2377	hills	39
2378	citizens	39
2379	requires	39
2380	extend	39
2381	code	39
2382	currencies	39
2383	inventories	39
2384	awarded	39
2385	published	39
2386	carried	39
2387	martin	39
2388	possibly	39
2389	secondary	39
2390	grown	39
2391	speech	39
2392	friends	39
2393	widespread	39
2394	newspapers	39
2395	tumbled	39
2396	calif	39
2397	facing	39
2398	brady	39
2399	foods	39
2400	friendly	39
2401	signal	39
2402	quick	39
2403	frequently	39
2404	commodities	39
2405	branches	39
2406	banker	39
2407	tower	39
2408	calling	39
2409	modern	39
2410	stock-market	39
2411	fashion	39
2412	faced	39
2413	match	39
2414	cells	39
2415	democracy	39
2416	beach	39
2417	unemployment	39
2418	otherwise	39
2419	lawrence	39
2420	suits	39
2421	rooms	39
2422	retain	38
2423	donald	38
2424	progress	38
2425	apply	38
2426	atlanta	38
2427	attractive	38
2428	ran	38
2429	handle	38
2430	carries	38
2431	stories	38
2432	playing	38
2433	turns	38
2434	contributions	38
2435	caught	38
2436	gop	38
2437	encourage	38
2438	badly	38
2439	answer	38
2440	approve	38
2441	moderate	38
2442	seeks	38
2443	equivalent	38
2444	prospect	38
2445	merely	38
2446	networks	38
2447	turning	38
2448	expanded	38
2449	thin	38
2450	alternatives	38
2451	merchandise	38
2452	subcommittee	38
2453	filled	38
2454	employers	38
2455	observers	38
2456	son	38
2457	disappointing	38
2458	unsecured	38
2459	gasoline	38
2460	peabody	38
2461	after-tax	38
2462	expense	38
2463	massive	38
2464	supposed	38
2465	cellular	38
2466	hunt	38
2467	brewing	38
2468	walter	38
2469	consolidated	37
2470	causing	37
2471	race	37
2472	recorded	37
2473	daniel	37
2474	handling	37
2475	applied	37
2476	spain	37
2477	prompted	37
2478	memory	37
2479	steady	37
2480	resume	37
2481	maxwell	37
2482	editorial	37
2483	tobacco	37
2484	identified	37
2485	closer	37
2486	yeargin	37
2487	sophisticated	37
2488	allegations	37
2489	fast	37
2490	fellow	37
2491	pushing	37
2492	troubles	37
2493	appointed	37
2494	machinery	37
2495	surprising	37
2496	surprised	37
2497	population	37
2498	sunday	37
2499	hired	37
2500	pulled	37
2501	changing	37
2502	impossible	37
2503	sees	37
2504	predict	37
2505	mac	37
2506	orange	37
2507	bringing	37
2508	guy	37
2509	transfer	37
2510	blood	37
2511	metal	37
2512	assembly	37
2513	storage	37
2514	pilot	37
2515	gap	37
2516	site	37
2517	nicaragua	37
2518	hall	37
2519	boom	36
2520	introduce	36
2521	northeast	36
2522	heads	36
2523	theory	36
2524	nec	36
2525	priority	36
2526	enforcement	36
2527	elaborate	36
2528	complained	36
2529	downturn	36
2530	parliament	36
2531	eliminate	36
2532	channel	36
2533	portfolios	36
2534	reading	36
2535	player	36
2536	fast-food	36
2537	video	36
2538	wait	36
2539	specialist	36
2540	numerous	36
2541	educational	36
2542	bottom	36
2543	recalls	36
2544	threatened	36
2545	applications	36
2546	massachusetts	36
2547	sudden	36
2548	lawsuit	36
2549	violations	36
2550	viacom	36
2551	plastic	36
2552	revenues	36
2553	subsidiaries	36
2554	merchant	36
2555	table	36
2556	maintenance	36
2557	maximum	36
2558	worker	36
2559	insurer	36
2560	nixon	36
2561	harder	36
2562	pulp	36
2563	flights	36
2564	resulted	36
2565	severe	36
2566	hear	36
2567	ought	36
2568	profitability	36
2569	one-year	36
2570	establish	36
2571	cautious	36
2572	dealing	36
2573	delays	36
2574	hanover	36
2575	three-month	36
2576	aside	36
2577	franchise	36
2578	allowing	36
2579	thompson	36
2580	greenspan	36
2581	opec	36
2582	honecker	36
2583	york-based	35
2584	message	35
2585	sluggish	35
2586	announce	35
2587	exceed	35
2588	retired	35
2589	illinois	35
2590	consumption	35
2591	india	35
2592	totaling	35
2593	rapid	35
2594	expanding	35
2595	billions	35
2596	essentially	35
2597	insist	35
2598	learned	35
2599	indicates	35
2600	organizations	35
2601	purpose	35
2602	fighting	35
2603	everybody	35
2604	bob	35
2605	carrying	35
2606	fresh	35
2607	foundation	35
2608	roman	35
2609	represented	35
2610	targets	35
2611	prison	35
2612	surprise	35
2613	dead	35
2614	campbell	35
2615	containers	35
2616	formal	35
2617	shops	35
2618	regarding	35
2619	two-thirds	35
2620	industrials	35
2621	shortly	35
2622	nationwide	35
2623	chamber	35
2624	kill	35
2625	compensation	35
2626	connection	35
2627	operators	35
2628	promised	35
2629	determine	35
2630	typical	35
2631	freddie	35
2632	promotion	35
2633	interest-rate	35
2634	claimed	35
2635	rivals	35
2636	nikkei	35
2637	bloc	35
2638	counsel	35
2639	statements	35
2640	developers	35
2641	dealer	35
2642	egg	35
2643	a$	35
2644	chains	35
2645	kkr	35
2646	turner	35
2647	brief	34
2648	aware	34
2649	governor	34
2650	winter	34
2651	fujitsu	34
2652	officers	34
2653	seat	34
2654	ltv	34
2655	mass	34
2656	planners	34
2657	soft	34
2658	one-third	34
2659	shot	34
2660	shop	34
2661	husband	34
2662	virginia	34
2663	freedom	34
2664	legislative	34
2665	comprehensive	34
2666	stands	34
2667	explain	34
2668	middle	34
2669	turnover	34
2670	constitution	34
2671	reputation	34
2672	papers	34
2673	narrow	34
2674	buy-back	34
2675	payable	34
2676	wholesale	34
2677	halt	34
2678	five-year	34
2679	color	34
2680	exactly	34
2681	glass	34
2682	packages	34
2683	institution	34
2684	trends	34
2685	vs.	34
2686	begins	34
2687	desire	34
2688	supporters	34
2689	successor	34
2690	prudential-bache	34
2691	fly	34
2692	opportunities	34
2693	demands	34
2694	ortega	34
2695	asset-backed	34
2696	tape	34
2697	bailout	34
2698	whatever	34
2699	cosmetics	34
2700	compaq	34
2701	blame	34
2702	reinsurance	34
2703	bellsouth	34
2704	theater	34
2705	engelken	34
2706	delmed	34
2707	steinhardt	34
2708	blue	33
2709	royal	33
2710	du	33
2711	standing	33
2712	fifth	33
2713	places	33
2714	besides	33
2715	procedures	33
2716	engineers	33
2717	aide	33
2718	achieved	33
2719	english	33
2720	daiwa	33
2721	exclusive	33
2722	harris	33
2723	advice	33
2724	restaurants	33
2725	strongly	33
2726	rockefeller	33
2727	forms	33
2728	quiet	33
2729	metropolitan	33
2730	scale	33
2731	bar	33
2732	resulting	33
2733	considerable	33
2734	baltimore	33
2735	stable	33
2736	retailer	33
2737	schedule	33
2738	generate	33
2739	bulk	33
2740	sensitive	33
2741	agriculture	33
2742	turmoil	33
2743	consensus	33
2744	efficient	33
2745	covering	33
2746	des	33
2747	accounted	33
2748	blue-chip	33
2749	wonder	33
2750	ranging	33
2751	el	33
2752	holiday	33
2753	weaker	33
2754	somewhat	33
2755	berlin	33
2756	icahn	33
2757	mci	33
2758	goals	33
2759	engine	33
2760	mesa	33
2761	mills	33
2762	psyllium	33
2763	aetna	33
2764	anc	33
2765	corry	33
2766	deaths	32
2767	beat	32
2768	slid	32
2769	hot	32
2770	registered	32
2771	surplus	32
2772	edison	32
2773	doubled	32
2774	concept	32
2775	arrangement	32
2776	taiwan	32
2777	brazil	32
2778	latin	32
2779	disk	32
2780	broken	32
2781	expire	32
2782	broader	32
2783	cleveland	32
2784	donaldson	32
2785	pressures	32
2786	conduct	32
2787	victory	32
2788	friend	32
2789	competing	32
2790	convicted	32
2791	jim	32
2792	asian	32
2793	hardly	32
2794	learning	32
2795	clean	32
2796	behalf	32
2797	mich.	32
2798	involve	32
2799	dean	32
2800	miami	32
2801	economics	32
2802	initiative	32
2803	fit	32
2804	send	32
2805	argument	32
2806	davis	32
2807	variety	32
2808	regime	32
2809	combination	32
2810	guide	32
2811	location	32
2812	las	32
2813	marine	32
2814	spirits	32
2815	looked	32
2816	incentives	32
2817	defensive	32
2818	conducted	32
2819	airways	32
2820	convert	32
2821	apparent	32
2822	delayed	32
2823	sell-off	32
2824	delta	32
2825	poll	32
2826	eggs	32
2827	defend	32
2828	gonzalez	32
2829	earth	32
2830	gen.	32
2831	body	31
2832	eased	31
2833	acts	31
2834	borrowing	31
2835	arm	31
2836	rock	31
2837	pont	31
2838	permanent	31
2839	effectively	31
2840	round	31
2841	compete	31
2842	arthur	31
2843	allen	31
2844	linked	31
2845	renewed	31
2846	seeing	31
2847	discussing	31
2848	waste	31
2849	responded	31
2850	democrat	31
2851	answers	31
2852	districts	31
2853	meant	31
2854	broke	31
2855	principle	31
2856	wave	31
2857	identify	31
2858	device	31
2859	requiring	31
2860	address	31
2861	wine	31
2862	precious	31
2863	collection	31
2864	respond	31
2865	departure	31
2866	merc	31
2867	program-trading	31
2868	enter	31
2869	occurred	31
2870	hoped	31
2871	favorable	31
2872	rey	31
2873	island	31
2874	engaged	31
2875	repair	31
2876	edition	31
2877	poverty	31
2878	shall	31
2879	purposes	31
2880	abandoned	31
2881	guard	31
2882	sellers	31
2883	sotheby	31
2884	van	31
2885	confident	31
2886	lilly	31
2887	distributed	31
2888	peace	31
2889	trip	31
2890	weapons	31
2891	indian	31
2892	a.m.	31
2893	forest	31
2894	recapitalization	31
2895	experiments	31
2896	allianz	31
2897	reasonable	31
2898	nevertheless	30
2899	circulation	30
2900	suffer	30
2901	scenario	30
2902	malcolm	30
2903	watching	30
2904	teams	30
2905	mainframe	30
2906	wild	30
2907	premiums	30
2908	plenty	30
2909	lufkin	30
2910	stadium	30
2911	science	30
2912	writer	30
2913	strip	30
2914	telling	30
2915	secret	30
2916	marshall	30
2917	rape	30
2918	mary	30
2919	pollution	30
2920	credibility	30
2921	crucial	30
2922	testing	30
2923	earn	30
2924	brain	30
2925	recommended	30
2926	fill	30
2927	connecticut	30
2928	detroit	30
2929	monitor	30
2930	solid	30
2931	packaging	30
2932	handful	30
2933	coors	30
2934	noting	30
2935	ideas	30
2936	becomes	30
2937	coca-cola	30
2938	secured	30
2939	duties	30
2940	loyalty	30
2941	shut	30
2942	risen	30
2943	sustained	30
2944	rebound	30
2945	suspension	30
2946	henry	30
2947	compares	30
2948	concrete	30
2949	coke	30
2950	causes	30
2951	buy-outs	30
2952	succeeded	30
2953	divisions	30
2954	manage	30
2955	sufficient	30
2956	filings	30
2957	mergers	30
2958	scott	30
2959	syndicate	30
2960	tentatively	30
2961	afford	30
2962	shell	30
2963	fleet	30
2964	poison	30
2965	reluctant	30
2966	developer	30
2967	delivered	30
2968	creative	30
2969	deep	30
2970	plastics	30
2971	miss	30
2972	newport	30
2973	senator	30
2974	toyota	30
2975	whites	30
2976	pilson	30
2977	akzo	30
2978	wcrs	30
2979	westinghouse	30
2980	mobil	30
2981	decades	29
2982	imported	29
2983	fans	29
2984	stood	29
2985	credits	29
2986	commonwealth	29
2987	sheet	29
2988	intense	29
2989	marketplace	29
2990	cast	29
2991	sex	29
2992	feeling	29
2993	germans	29
2994	killed	29
2995	candidate	29
2996	powers	29
2997	gov.	29
2998	younger	29
2999	caution	29
3000	teachers	29
3001	encouraged	29
3002	eager	29
3003	host	29
3004	michigan	29
3005	intent	29
3006	oppose	29
3007	abortions	29
3008	assuming	29
3009	dramatic	29
3010	christopher	29
3011	permission	29
3012	judicial	29
3013	inquiry	29
3014	attempting	29
3015	d.c.	29
3016	complaints	29
3017	productivity	29
3018	driving	29
3019	approximately	29
3020	criticized	29
3021	downward	29
3022	simmons	29
3023	license	29
3024	crowd	29
3025	sit	29
3026	assumption	29
3027	timing	29
3028	hahn	29
3029	onto	29
3030	copy	29
3031	helps	29
3032	basket	29
3033	cheaper	29
3034	fundamental	29
3035	underwriter	29
3036	indicating	29
3037	phoenix	29
3038	cycle	29
3039	nomura	29
3040	charging	29
3041	drew	29
3042	amr	29
3043	experienced	29
3044	difficulties	29
3045	mcdonald	29
3046	waertsilae	29
3047	projections	29
3048	biotechnology	29
3049	ride	29
3050	remic	29
3051	webster	29
3052	subsidies	29
3053	conservatives	29
3054	cheap	29
3055	thomson	29
3056	dutch	28
3057	replaced	28
3058	regulation	28
3059	imposed	28
3060	audit	28
3061	automobile	28
3062	developments	28
3063	requested	28
3064	interbank	28
3065	capped	28
3066	owed	28
3067	draw	28
3068	indicators	28
3069	milk	28
3070	blamed	28
3071	author	28
3072	wood	28
3073	holder	28
3074	viewed	28
3075	tight	28
3076	giuliani	28
3077	starts	28
3078	steep	28
3079	zealand	28
3080	telegraph	28
3081	kids	28
3082	nervous	28
3083	acting	28
3084	consideration	28
3085	detailed	28
3086	organized	28
3087	wish	28
3088	promote	28
3089	remarks	28
3090	referring	28
3091	aggressively	28
3092	g.	28
3093	slump	28
3094	succeeding	28
3095	originally	28
3096	divided	28
3097	catch	28
3098	fla.	28
3099	checks	28
3100	unions	28
3101	comfortable	28
3102	legislators	28
3103	stone	28
3104	totally	28
3105	relative	28
3106	appreciation	28
3107	counter	28
3108	opponents	28
3109	allies	28
3110	overnight	28
3111	freeway	28
3112	dealings	28
3113	cards	28
3114	vegas	28
3115	recover	28
3116	backing	28
3117	pill	28
3118	selected	28
3119	calculated	28
3120	falls	28
3121	carnival	28
3122	cia	28
3123	planes	28
3124	liberal	28
3125	refinery	28
3126	kennedy	28
3127	sciences	28
3128	korean	28
3129	foreign-exchange	28
3130	acknowledged	28
3131	treaty	28
3132	mips	28
3133	gamble	28
3134	flying	28
3135	marcos	28
3136	pinkerton	28
3137	lies	28
3138	stateswest	28
3139	nasa	28
3140	bikes	28
3141	sons	28
3142	maynard	28
3143	merksamer	28
3144	asbestos	27
3145	findings	27
3146	medicine	27
3147	vary	27
3148	resort	27
3149	visitors	27
3150	gary	27
3151	allegedly	27
3152	representative	27
3153	steven	27
3154	memories	27
3155	curb	27
3156	maintained	27
3157	load	27
3158	controlling	27
3159	fixed-rate	27
3160	burden	27
3161	foot	27
3162	barney	27
3163	emerging	27
3164	mature	27
3165	gyrations	27
3166	receipts	27
3167	permitted	27
3168	remove	27
3169	entirely	27
3170	fired	27
3171	features	27
3172	stress	27
3173	disease	27
3174	polish	27
3175	thinking	27
3176	ends	27
3177	presented	27
3178	presidential	27
3179	straight	27
3180	exist	27
3181	technique	27
3182	attitude	27
3183	grants	27
3184	winning	27
3185	restore	27
3186	maryland	27
3187	controversy	27
3188	speculators	27
3189	swap	27
3190	indictment	27
3191	businessmen	27
3192	publications	27
3193	appropriate	27
3194	disappointed	27
3195	founded	27
3196	programming	27
3197	handled	27
3198	raises	27
3199	deadline	27
3200	category	27
3201	stated	27
3202	lewis	27
3203	mercantile	27
3204	rural	27
3205	obvious	27
3206	sued	27
3207	participation	27
3208	anybody	27
3209	joining	27
3210	african	27
3211	departments	27
3212	promises	27
3213	penalty	27
3214	penalties	27
3215	proved	27
3216	analysis	27
3217	apart	27
3218	expert	27
3219	start-up	27
3220	indication	27
3221	barely	27
3222	rare	27
3223	labor-management	27
3224	cleared	27
3225	contras	27
3226	carl	27
3227	famous	27
3228	bet	27
3229	farmer	27
3230	readers	27
3231	leads	27
3232	mgm	27
3233	freight	27
3234	activists	27
3235	retire	27
3236	sam	27
3237	rescue	27
3238	boren	27
3239	bartlett	27
3240	showtime	27
3241	galileo	27
3242	cotton	26
3243	permit	26
3244	leaves	26
3245	ill.	26
3246	reductions	26
3247	link	26
3248	p.	26
3249	minneapolis	26
3250	occur	26
3251	tells	26
3252	grant	26
3253	nonetheless	26
3254	revive	26
3255	jenrette	26
3256	seasonally	26
3257	copies	26
3258	polls	26
3259	depending	26
3260	financially	26
3261	warrant	26
3262	streets	26
3263	avenue	26
3264	stakes	26
3265	character	26
3266	tone	26
3267	screen	26
3268	roger	26
3269	choose	26
3270	attracted	26
3271	courter	26
3272	remember	26
3273	shape	26
3274	classes	26
3275	resolved	26
3276	disclosure	26
3277	realized	26
3278	sentiment	26
3279	iowa	26
3280	merge	26
3281	definitive	26
3282	acres	26
3283	behavior	26
3284	foreigners	26
3285	midwest	26
3286	happens	26
3287	pounds	26
3288	warren	26
3289	slower	26
3290	three-year	26
3291	pattern	26
3292	emphasis	26
3293	writing	26
3294	discussed	26
3295	committees	26
3296	ticket	26
3297	breaking	26
3298	knew	26
3299	prefer	26
3300	outlets	26
3301	cincinnati	26
3302	charities	26
3303	second-largest	26
3304	recovered	26
3305	odds	26
3306	potentially	26
3307	high-risk	26
3308	plea	26
3309	participate	26
3310	howard	26
3311	paramount	26
3312	texaco	26
3313	bankruptcy-law	26
3314	fbi	26
3315	contend	26
3316	love	26
3317	imperial	26
3318	takeovers	26
3319	transport	26
3320	hoping	26
3321	optimistic	26
3322	gandhi	26
3323	drilling	26
3324	seidman	26
3325	gnp	26
3326	false	26
3327	rallied	26
3328	outcome	26
3329	cohen	26
3330	lists	26
3331	busy	26
3332	rica	26
3333	broadcast	26
3334	fda	26
3335	fox	26
3336	conner	26
3337	leverage	26
3338	cathay	26
3339	trelleborg	26
3340	state-owned	25
3341	iii	25
3342	downtown	25
3343	bidders	25
3344	ps	25
3345	attached	25
3346	contractor	25
3347	failing	25
3348	sanctions	25
3349	completely	25
3350	recognition	25
3351	malaysia	25
3352	philippines	25
3353	debts	25
3354	factories	25
3355	residential	25
3356	watched	25
3357	durable	25
3358	characters	25
3359	search	25
3360	aspects	25
3361	hospitals	25
3362	authorized	25
3363	era	25
3364	fail	25
3365	admitted	25
3366	argues	25
3367	gotten	25
3368	economies	25
3369	display	25
3370	pleaded	25
3371	bolster	25
3372	scores	25
3373	greatly	25
3374	academic	25
3375	concentrate	25
3376	unfair	25
3377	favorite	25
3378	somebody	25
3379	tools	25
3380	s&l	25
3381	obtained	25
3382	traditionally	25
3383	urging	25
3384	weight	25
3385	interesting	25
3386	eliminated	25
3387	hundred	25
3388	ronald	25
3389	ships	25
3390	assumed	25
3391	edge	25
3392	travelers	25
3393	capitol	25
3394	well-known	25
3395	greatest	25
3396	perspective	25
3397	jeffrey	25
3398	plays	25
3399	negotiated	25
3400	raw	25
3401	learn	25
3402	obviously	25
3403	veteran	25
3404	cattle	25
3405	theme	25
3406	stability	25
3407	weather	25
3408	difficulty	25
3409	anticipation	25
3410	financier	25
3411	comparison	25
3412	apparel	25
3413	bethlehem	25
3414	exceeded	25
3415	printing	25
3416	credit-card	25
3417	pays	25
3418	boards	25
3419	fiat	25
3420	lire	25
3421	slight	25
3422	submitted	25
3423	airport	25
3424	tennessee	25
3425	vietnam	25
3426	overhaul	25
3427	missing	25
3428	discipline	25
3429	mainframes	25
3430	roberts	25
3431	supporting	25
3432	casualty	25
3433	quebecor	25
3434	zero-coupon	25
3435	canceled	25
3436	kellogg	25
3437	bloomingdale	25
3438	unisys	25
3439	saab	25
3440	eagle	25
3441	harvard	24
3442	taxable	24
3443	italian	24
3444	lift	24
3445	forward	24
3446	subscribers	24
3447	electricity	24
3448	rothschild	24
3449	attempts	24
3450	pool	24
3451	located	24
3452	improvements	24
3453	dennis	24
3454	pharmaceuticals	24
3455	sweeping	24
3456	predicting	24
3457	baby	24
3458	novel	24
3459	degree	24
3460	complaint	24
3461	peak	24
3462	lane	24
3463	master	24
3464	asks	24
3465	wages	24
3466	1990s	24
3467	eyes	24
3468	posts	24
3469	seriously	24
3470	advised	24
3471	studying	24
3472	correct	24
3473	measured	24
3474	deny	24
3475	funded	24
3476	doctors	24
3477	associate	24
3478	climate	24
3479	pop	24
3480	resolve	24
3481	stem	24
3482	hire	24
3483	tire	24
